fine_id,car_id,date,violation,amount,status
1124,419,2023-09-14,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1125,1095,2025-01-23,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1126,223,2024-12-15,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1127,624,2025-03-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1128,1133,2024-03-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1129,1001,2024-02-07,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1130,143,2023-12-01,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1131,582,2023-10-27,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1132,1074,2026-04-18,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1133,755,2026-01-16,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1134,670,2025-04-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1135,801,2026-01-26,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1136,265,2025-03-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1137,141,2024-10-16,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1138,267,2025-10-26,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1139,886,2024-06-27,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1140,326,2023-08-06,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1141,416,2024-07-30,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1142,565,2024-06-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1143,913,2025-05-18,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1144,506,2025-05-07,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1145,1006,2024-01-25,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1146,81,2023-05-31,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1147,935,2024-07-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1148,801,2024-10-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1149,851,2024-04-08,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1150,885,2024-04-05,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1151,1165,2025-03-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1152,491,2024-12-15,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1153,561,2025-10-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1154,598,2025-04-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1155,445,2025-11-08,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1156,1133,2023-09-28,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1157,157,2026-04-09,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
1158,668,2025-02-28,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1159,518,2023-11-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1160,947,2025-04-07,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1161,781,2025-01-02,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1162,399,2023-12-13,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1163,514,2024-06-21,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1164,670,2024-05-08,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1165,993,2025-10-04,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1166,1124,2025-01-18,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1167,288,2026-02-09,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1168,331,2023-07-10,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1169,206,2025-01-05,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1170,1095,2024-03-31,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1171,159,2023-06-22,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1172,560,2023-06-22,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1173,365,2025-04-16,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1174,1091,2025-10-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1175,1071,2025-07-26,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1176,800,2024-01-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1177,108,2024-03-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1178,773,2024-03-24,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1179,768,2026-01-11,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1180,188,2025-09-03,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1181,30,2025-10-13,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1182,130,2023-08-20,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1183,344,2025-04-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1184,852,2025-06-08,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1185,661,2025-05-25,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1186,425,2024-03-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
1187,877,2026-02-18,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1188,217,2025-12-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1189,31,2024-11-10,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1190,25,2025-02-02,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1191,451,2024-04-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1192,756,2025-12-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1193,842,2024-02-05,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1194,1024,2023-08-17,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1195,1099,2023-10-09,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1196,352,2025-06-14,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1197,665,2025-03-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1198,273,2025-08-31,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1199,988,2023-10-01,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1200,1199,2024-12-10,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1201,477,2023-11-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1202,477,2024-12-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1203,633,2026-01-16,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1204,499,2025-10-01,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1205,282,2025-07-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
1206,414,2025-05-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1207,78,2025-03-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1208,909,2024-03-30,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
1209,275,2024-09-15,Нарушение правил парковки (12.19 КоАП),1500,оплачен
1210,1067,2026-03-03,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1211,591,2023-10-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1212,679,2023-07-07,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1213,1105,2024-10-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1214,456,2026-03-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1215,1068,2026-01-08,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1216,13,2025-12-19,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
1217,144,2025-04-11,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
1218,290,2024-03-18,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
1219,188,2024-07-31,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
1220,419,2024-08-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
1221,873,2025-01-22,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
